len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_penmt1,diff_penmt1,absdiff_penmt1,nabsdiff_penmt1,        len_penmt2,diff_penmt2,absdiff_penmt2,nabsdiff_penmt2,        len_pesmt1,diff_pesmt1,absdiff_pesmt1,nabsdiff_pesmt1,        len_pesmt2,diff_pesmt2,absdiff_pesmt2,nabsdiff_pesmt2,        len_pesmt3,diff_pesmt3,absdiff_pesmt3,nabsdiff_pesmt3,        len_nmt1,diff_nmt1,absdiff_nmt1,nabsdiff_nmt1,        len_nmt2,diff_nmt2,absdiff_nmt2,nabsdiff_nmt2,        len_smt1,diff_smt1,absdiff_smt1,nabsdiff_smt1,        len_smt2,diff_smt2,absdiff_smt2,nabsdiff_smt2,        len_smt3,diff_smt3,absdiff_smt3,nabsdiff_smt3        
155,165,10,10,0.06451612903225806,154,-1,1,0.0064516129032258064,165,10,10,0.06451612903225806,169,14,14,0.09032258064516129,165,10,10,0.06451612903225806,165,10,10,0.06451612903225806,154,-1,1,0.0064516129032258064,165,10,10,0.06451612903225806,169,14,14,0.09032258064516129,165,10,10,0.06451612903225806,161,6,6,0.03870967741935484
87,86,-1,1,0.011494252873563218,104,17,17,0.19540229885057472,104,17,17,0.19540229885057472,95,8,8,0.09195402298850575,95,8,8,0.09195402298850575,87,0,0,0.0,92,5,5,0.05747126436781609,81,-6,6,0.06896551724137931,92,5,5,0.05747126436781609,90,3,3,0.034482758620689655,92,5,5,0.05747126436781609
136,151,15,15,0.11029411764705882,150,14,14,0.10294117647058823,149,13,13,0.09558823529411764,139,3,3,0.022058823529411766,162,26,26,0.19117647058823528,164,28,28,0.20588235294117646,157,21,21,0.15441176470588236,153,17,17,0.125,144,8,8,0.058823529411764705,161,25,25,0.18382352941176472,160,24,24,0.17647058823529413
126,127,1,1,0.007936507936507936,139,13,13,0.10317460317460317,135,9,9,0.07142857142857142,129,3,3,0.023809523809523808,146,20,20,0.15873015873015872,134,8,8,0.06349206349206349,135,9,9,0.07142857142857142,131,5,5,0.03968253968253968,135,9,9,0.07142857142857142,136,10,10,0.07936507936507936,129,3,3,0.023809523809523808
74,82,8,8,0.10810810810810811,80,6,6,0.08108108108108109,80,6,6,0.08108108108108109,81,7,7,0.0945945945945946,95,21,21,0.28378378378378377,95,21,21,0.28378378378378377,89,15,15,0.20270270270270271,71,-3,3,0.04054054054054054,93,19,19,0.25675675675675674,94,20,20,0.2702702702702703,101,27,27,0.36486486486486486
43,61,18,18,0.4186046511627907,70,27,27,0.627906976744186,61,18,18,0.4186046511627907,63,20,20,0.46511627906976744,59,16,16,0.37209302325581395,60,17,17,0.3953488372093023,56,13,13,0.3023255813953488,56,13,13,0.3023255813953488,56,13,13,0.3023255813953488,56,13,13,0.3023255813953488,66,23,23,0.5348837209302325
33,36,3,3,0.09090909090909091,42,9,9,0.2727272727272727,37,4,4,0.12121212121212122,40,7,7,0.21212121212121213,42,9,9,0.2727272727272727,40,7,7,0.21212121212121213,42,9,9,0.2727272727272727,25,-8,8,0.24242424242424243,40,7,7,0.21212121212121213,46,13,13,0.3939393939393939,40,7,7,0.21212121212121213
118,141,23,23,0.19491525423728814,140,22,22,0.1864406779661017,140,22,22,0.1864406779661017,140,22,22,0.1864406779661017,139,21,21,0.17796610169491525,148,30,30,0.2542372881355932,140,22,22,0.1864406779661017,132,14,14,0.11864406779661017,136,18,18,0.15254237288135594,133,15,15,0.1271186440677966,136,18,18,0.15254237288135594
179,218,39,39,0.21787709497206703,233,54,54,0.3016759776536313,232,53,53,0.29608938547486036,229,50,50,0.27932960893854747,227,48,48,0.2681564245810056,222,43,43,0.24022346368715083,213,34,34,0.18994413407821228,219,40,40,0.22346368715083798,230,51,51,0.2849162011173184,224,45,45,0.25139664804469275,222,43,43,0.24022346368715083
49,74,25,25,0.5102040816326531,57,8,8,0.16326530612244897,67,18,18,0.3673469387755102,67,18,18,0.3673469387755102,74,25,25,0.5102040816326531,74,25,25,0.5102040816326531,74,25,25,0.5102040816326531,67,18,18,0.3673469387755102,67,18,18,0.3673469387755102,74,25,25,0.5102040816326531,74,25,25,0.5102040816326531
61,73,12,12,0.19672131147540983,74,13,13,0.21311475409836064,76,15,15,0.2459016393442623,74,13,13,0.21311475409836064,75,14,14,0.22950819672131148,68,7,7,0.11475409836065574,74,13,13,0.21311475409836064,76,15,15,0.2459016393442623,68,7,7,0.11475409836065574,70,9,9,0.14754098360655737,65,4,4,0.06557377049180328
26,33,7,7,0.2692307692307692,36,10,10,0.38461538461538464,34,8,8,0.3076923076923077,36,10,10,0.38461538461538464,36,10,10,0.38461538461538464,32,6,6,0.23076923076923078,39,13,13,0.5,34,8,8,0.3076923076923077,33,7,7,0.2692307692307692,36,10,10,0.38461538461538464,32,6,6,0.23076923076923078
86,98,12,12,0.13953488372093023,96,10,10,0.11627906976744186,93,7,7,0.08139534883720931,92,6,6,0.06976744186046512,96,10,10,0.11627906976744186,94,8,8,0.09302325581395349,96,10,10,0.11627906976744186,98,12,12,0.13953488372093023,92,6,6,0.06976744186046512,93,7,7,0.08139534883720931,90,4,4,0.046511627906976744
42,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523,43,1,1,0.023809523809523808,46,4,4,0.09523809523809523,46,4,4,0.09523809523809523
40,43,3,3,0.075,43,3,3,0.075,44,4,4,0.1,44,4,4,0.1,40,0,0,0.0,43,3,3,0.075,43,3,3,0.075,39,-1,1,0.025,40,0,0,0.0,40,0,0,0.0,42,2,2,0.05
96,82,-14,14,0.14583333333333334,86,-10,10,0.10416666666666667,82,-14,14,0.14583333333333334,87,-9,9,0.09375,100,4,4,0.041666666666666664,91,-5,5,0.052083333333333336,83,-13,13,0.13541666666666666,71,-25,25,0.2604166666666667,84,-12,12,0.125,93,-3,3,0.03125,86,-10,10,0.10416666666666667
188,192,4,4,0.02127659574468085,202,14,14,0.07446808510638298,197,9,9,0.047872340425531915,202,14,14,0.07446808510638298,189,1,1,0.005319148936170213,216,28,28,0.14893617021276595,192,4,4,0.02127659574468085,191,3,3,0.015957446808510637,200,12,12,0.06382978723404255,199,11,11,0.05851063829787234,186,-2,2,0.010638297872340425
80,105,25,25,0.3125,118,38,38,0.475,101,21,21,0.2625,99,19,19,0.2375,117,37,37,0.4625,100,20,20,0.25,129,49,49,0.6125,95,15,15,0.1875,102,22,22,0.275,98,18,18,0.225,100,20,20,0.25
44,58,14,14,0.3181818181818182,53,9,9,0.20454545454545456,55,11,11,0.25,60,16,16,0.36363636363636365,76,32,32,0.7272727272727273,57,13,13,0.29545454545454547,53,9,9,0.20454545454545456,45,1,1,0.022727272727272728,50,6,6,0.13636363636363635,58,14,14,0.3181818181818182,43,-1,1,0.022727272727272728
75,89,14,14,0.18666666666666668,90,15,15,0.2,105,30,30,0.4,102,27,27,0.36,94,19,19,0.25333333333333335,103,28,28,0.37333333333333335,96,21,21,0.28,92,17,17,0.22666666666666666,106,31,31,0.41333333333333333,90,15,15,0.2,112,37,37,0.49333333333333335
28,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142,26,-2,2,0.07142857142857142
66,66,0,0,0.0,72,6,6,0.09090909090909091,67,1,1,0.015151515151515152,67,1,1,0.015151515151515152,63,-3,3,0.045454545454545456,63,-3,3,0.045454545454545456,67,1,1,0.015151515151515152,58,-8,8,0.12121212121212122,68,2,2,0.030303030303030304,70,4,4,0.06060606060606061,57,-9,9,0.13636363636363635
109,117,8,8,0.07339449541284404,132,23,23,0.21100917431192662,136,27,27,0.24770642201834864,123,14,14,0.12844036697247707,124,15,15,0.13761467889908258,142,33,33,0.30275229357798167,132,23,23,0.21100917431192662,133,24,24,0.22018348623853212,130,21,21,0.1926605504587156,137,28,28,0.25688073394495414,120,11,11,0.10091743119266056
305,313,8,8,0.02622950819672131,319,14,14,0.04590163934426229,302,-3,3,0.009836065573770493,334,29,29,0.09508196721311475,327,22,22,0.07213114754098361,327,22,22,0.07213114754098361,309,4,4,0.013114754098360656,309,4,4,0.013114754098360656,332,27,27,0.08852459016393442,351,46,46,0.15081967213114755,297,-8,8,0.02622950819672131
117,112,-5,5,0.042735042735042736,113,-4,4,0.03418803418803419,111,-6,6,0.05128205128205128,114,-3,3,0.02564102564102564,113,-4,4,0.03418803418803419,130,13,13,0.1111111111111111,113,-4,4,0.03418803418803419,113,-4,4,0.03418803418803419,123,6,6,0.05128205128205128,111,-6,6,0.05128205128205128,110,-7,7,0.05982905982905983
70,96,26,26,0.37142857142857144,86,16,16,0.22857142857142856,96,26,26,0.37142857142857144,92,22,22,0.3142857142857143,85,15,15,0.21428571428571427,96,26,26,0.37142857142857144,96,26,26,0.37142857142857144,96,26,26,0.37142857142857144,92,22,22,0.3142857142857143,96,26,26,0.37142857142857144,96,26,26,0.37142857142857144
156,170,14,14,0.08974358974358974,176,20,20,0.1282051282051282,165,9,9,0.057692307692307696,174,18,18,0.11538461538461539,171,15,15,0.09615384615384616,178,22,22,0.14102564102564102,166,10,10,0.0641025641025641,168,12,12,0.07692307692307693,172,16,16,0.10256410256410256,172,16,16,0.10256410256410256,142,-14,14,0.08974358974358974
14,15,1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,13,-1,1,0.07142857142857142,16,2,2,0.14285714285714285,15,1,1,0.07142857142857142
36,41,5,5,0.1388888888888889,40,4,4,0.1111111111111111,41,5,5,0.1388888888888889,40,4,4,0.1111111111111111,53,17,17,0.4722222222222222,40,4,4,0.1111111111111111,40,4,4,0.1111111111111111,40,4,4,0.1111111111111111,39,3,3,0.08333333333333333,51,15,15,0.4166666666666667,55,19,19,0.5277777777777778
74,83,9,9,0.12162162162162163,71,-3,3,0.04054054054054054,83,9,9,0.12162162162162163,82,8,8,0.10810810810810811,82,8,8,0.10810810810810811,83,9,9,0.12162162162162163,83,9,9,0.12162162162162163,83,9,9,0.12162162162162163,78,4,4,0.05405405405405406,82,8,8,0.10810810810810811,84,10,10,0.13513513513513514
148,172,24,24,0.16216216216216217,148,0,0,0.0,165,17,17,0.11486486486486487,156,8,8,0.05405405405405406,171,23,23,0.1554054054054054,157,9,9,0.060810810810810814,179,31,31,0.20945945945945946,160,12,12,0.08108108108108109,165,17,17,0.11486486486486487,177,29,29,0.19594594594594594,179,31,31,0.20945945945945946
80,100,20,20,0.25,91,11,11,0.1375,98,18,18,0.225,88,8,8,0.1,124,44,44,0.55,88,8,8,0.1,97,17,17,0.2125,98,18,18,0.225,88,8,8,0.1,81,1,1,0.0125,77,-3,3,0.0375
124,129,5,5,0.04032258064516129,125,1,1,0.008064516129032258,127,3,3,0.024193548387096774,152,28,28,0.22580645161290322,123,-1,1,0.008064516129032258,119,-5,5,0.04032258064516129,108,-16,16,0.12903225806451613,108,-16,16,0.12903225806451613,120,-4,4,0.03225806451612903,122,-2,2,0.016129032258064516,114,-10,10,0.08064516129032258
143,182,39,39,0.2727272727272727,167,24,24,0.16783216783216784,156,13,13,0.09090909090909091,156,13,13,0.09090909090909091,157,14,14,0.0979020979020979,154,11,11,0.07692307692307693,168,25,25,0.17482517482517482,158,15,15,0.1048951048951049,156,13,13,0.09090909090909091,157,14,14,0.0979020979020979,151,8,8,0.055944055944055944
98,88,-10,10,0.10204081632653061,112,14,14,0.14285714285714285,109,11,11,0.11224489795918367,116,18,18,0.1836734693877551,172,74,74,0.7551020408163265,103,5,5,0.05102040816326531,109,11,11,0.11224489795918367,109,11,11,0.11224489795918367,116,18,18,0.1836734693877551,110,12,12,0.12244897959183673,104,6,6,0.061224489795918366
38,45,7,7,0.18421052631578946,43,5,5,0.13157894736842105,39,1,1,0.02631578947368421,39,1,1,0.02631578947368421,39,1,1,0.02631578947368421,39,1,1,0.02631578947368421,43,5,5,0.13157894736842105,43,5,5,0.13157894736842105,39,1,1,0.02631578947368421,39,1,1,0.02631578947368421,38,0,0,0.0
128,148,20,20,0.15625,129,1,1,0.0078125,140,12,12,0.09375,150,22,22,0.171875,148,20,20,0.15625,114,-14,14,0.109375,141,13,13,0.1015625,117,-11,11,0.0859375,126,-2,2,0.015625,146,18,18,0.140625,122,-6,6,0.046875
59,60,1,1,0.01694915254237288,51,-8,8,0.13559322033898305,60,1,1,0.01694915254237288,58,-1,1,0.01694915254237288,69,10,10,0.1694915254237288,51,-8,8,0.13559322033898305,51,-8,8,0.13559322033898305,51,-8,8,0.13559322033898305,58,-1,1,0.01694915254237288,46,-13,13,0.22033898305084745,53,-6,6,0.1016949152542373
84,96,12,12,0.14285714285714285,91,7,7,0.08333333333333333,90,6,6,0.07142857142857142,87,3,3,0.03571428571428571,89,5,5,0.05952380952380952,105,21,21,0.25,84,0,0,0.0,79,-5,5,0.05952380952380952,90,6,6,0.07142857142857142,81,-3,3,0.03571428571428571,83,-1,1,0.011904761904761904
244,228,-16,16,0.06557377049180328,232,-12,12,0.04918032786885246,239,-5,5,0.020491803278688523,234,-10,10,0.040983606557377046,240,-4,4,0.01639344262295082,264,20,20,0.08196721311475409,239,-5,5,0.020491803278688523,218,-26,26,0.10655737704918032,231,-13,13,0.05327868852459016,242,-2,2,0.00819672131147541,234,-10,10,0.040983606557377046
87,94,7,7,0.08045977011494253,103,16,16,0.1839080459770115,103,16,16,0.1839080459770115,99,12,12,0.13793103448275862,108,21,21,0.2413793103448276,98,11,11,0.12643678160919541,103,16,16,0.1839080459770115,103,16,16,0.1839080459770115,97,10,10,0.11494252873563218,108,21,21,0.2413793103448276,107,20,20,0.22988505747126436
69,76,7,7,0.10144927536231885,80,11,11,0.15942028985507245,64,-5,5,0.07246376811594203,68,-1,1,0.014492753623188406,76,7,7,0.10144927536231885,92,23,23,0.3333333333333333,72,3,3,0.043478260869565216,75,6,6,0.08695652173913043,72,3,3,0.043478260869565216,73,4,4,0.057971014492753624,65,-4,4,0.057971014492753624
19,45,26,26,1.368421052631579,33,14,14,0.7368421052631579,30,11,11,0.5789473684210527,40,21,21,1.105263157894737,30,11,11,0.5789473684210527,30,11,11,0.5789473684210527,32,13,13,0.6842105263157895,32,13,13,0.6842105263157895,31,12,12,0.631578947368421,30,11,11,0.5789473684210527,32,13,13,0.6842105263157895
73,91,18,18,0.2465753424657534,86,13,13,0.1780821917808219,81,8,8,0.1095890410958904,88,15,15,0.2054794520547945,90,17,17,0.2328767123287671,100,27,27,0.3698630136986301,84,11,11,0.1506849315068493,54,-19,19,0.2602739726027397,85,12,12,0.1643835616438356,77,4,4,0.0547945205479452,71,-2,2,0.0273972602739726
111,119,8,8,0.07207207207207207,114,3,3,0.02702702702702703,124,13,13,0.11711711711711711,130,19,19,0.17117117117117117,128,17,17,0.15315315315315314,128,17,17,0.15315315315315314,120,9,9,0.08108108108108109,102,-9,9,0.08108108108108109,126,15,15,0.13513513513513514,135,24,24,0.21621621621621623,122,11,11,0.0990990990990991
17,17,0,0,0.0,14,-3,3,0.17647058823529413,17,0,0,0.0,17,0,0,0.0,19,2,2,0.11764705882352941,15,-2,2,0.11764705882352941,16,-1,1,0.058823529411764705,25,8,8,0.47058823529411764,16,-1,1,0.058823529411764705,19,2,2,0.11764705882352941,15,-2,2,0.11764705882352941
85,75,-10,10,0.11764705882352941,69,-16,16,0.18823529411764706,67,-18,18,0.21176470588235294,64,-21,21,0.24705882352941178,80,-5,5,0.058823529411764705,77,-8,8,0.09411764705882353,68,-17,17,0.2,68,-17,17,0.2,67,-18,18,0.21176470588235294,83,-2,2,0.023529411764705882,68,-17,17,0.2
57,68,11,11,0.19298245614035087,71,14,14,0.24561403508771928,79,22,22,0.38596491228070173,65,8,8,0.14035087719298245,79,22,22,0.38596491228070173,73,16,16,0.2807017543859649,71,14,14,0.24561403508771928,71,14,14,0.24561403508771928,67,10,10,0.17543859649122806,67,10,10,0.17543859649122806,64,7,7,0.12280701754385964
136,152,16,16,0.11764705882352941,150,14,14,0.10294117647058823,150,14,14,0.10294117647058823,173,37,37,0.27205882352941174,145,9,9,0.0661764705882353,145,9,9,0.0661764705882353,151,15,15,0.11029411764705882,153,17,17,0.125,148,12,12,0.08823529411764706,149,13,13,0.09558823529411764,143,7,7,0.051470588235294115
91,115,24,24,0.26373626373626374,109,18,18,0.1978021978021978,111,20,20,0.21978021978021978,107,16,16,0.17582417582417584,107,16,16,0.17582417582417584,101,10,10,0.10989010989010989,111,20,20,0.21978021978021978,96,5,5,0.054945054945054944,90,-1,1,0.01098901098901099,97,6,6,0.06593406593406594,92,1,1,0.01098901098901099
99,98,-1,1,0.010101010101010102,103,4,4,0.04040404040404041,102,3,3,0.030303030303030304,114,15,15,0.15151515151515152,107,8,8,0.08080808080808081,102,3,3,0.030303030303030304,86,-13,13,0.13131313131313133,94,-5,5,0.050505050505050504,97,-2,2,0.020202020202020204,97,-2,2,0.020202020202020204,90,-9,9,0.09090909090909091
68,85,17,17,0.25,86,18,18,0.2647058823529412,93,25,25,0.36764705882352944,88,20,20,0.29411764705882354,88,20,20,0.29411764705882354,86,18,18,0.2647058823529412,86,18,18,0.2647058823529412,86,18,18,0.2647058823529412,88,20,20,0.29411764705882354,86,18,18,0.2647058823529412,77,9,9,0.1323529411764706
53,44,-9,9,0.16981132075471697,41,-12,12,0.22641509433962265,64,11,11,0.20754716981132076,57,4,4,0.07547169811320754,49,-4,4,0.07547169811320754,63,10,10,0.18867924528301888,54,1,1,0.018867924528301886,62,9,9,0.16981132075471697,65,12,12,0.22641509433962265,60,7,7,0.1320754716981132,57,4,4,0.07547169811320754
91,93,2,2,0.02197802197802198,99,8,8,0.08791208791208792,88,-3,3,0.03296703296703297,114,23,23,0.25274725274725274,79,-12,12,0.13186813186813187,103,12,12,0.13186813186813187,98,7,7,0.07692307692307693,77,-14,14,0.15384615384615385,108,17,17,0.18681318681318682,102,11,11,0.12087912087912088,90,-1,1,0.01098901098901099
39,59,20,20,0.5128205128205128,47,8,8,0.20512820512820512,47,8,8,0.20512820512820512,48,9,9,0.23076923076923078,46,7,7,0.1794871794871795,42,3,3,0.07692307692307693,47,8,8,0.20512820512820512,42,3,3,0.07692307692307693,48,9,9,0.23076923076923078,42,3,3,0.07692307692307693,47,8,8,0.20512820512820512
59,85,26,26,0.4406779661016949,89,30,30,0.5084745762711864,81,22,22,0.3728813559322034,85,26,26,0.4406779661016949,86,27,27,0.4576271186440678,86,27,27,0.4576271186440678,89,30,30,0.5084745762711864,77,18,18,0.3050847457627119,75,16,16,0.2711864406779661,84,25,25,0.423728813559322,66,7,7,0.11864406779661017
21,19,-2,2,0.09523809523809523,19,-2,2,0.09523809523809523,19,-2,2,0.09523809523809523,19,-2,2,0.09523809523809523,22,1,1,0.047619047619047616,19,-2,2,0.09523809523809523,19,-2,2,0.09523809523809523,13,-8,8,0.38095238095238093,19,-2,2,0.09523809523809523,22,1,1,0.047619047619047616,33,12,12,0.5714285714285714
127,160,33,33,0.25984251968503935,152,25,25,0.1968503937007874,141,14,14,0.11023622047244094,154,27,27,0.2125984251968504,167,40,40,0.31496062992125984,168,41,41,0.3228346456692913,152,25,25,0.1968503937007874,139,12,12,0.09448818897637795,144,17,17,0.13385826771653545,147,20,20,0.15748031496062992,146,19,19,0.14960629921259844
91,107,16,16,0.17582417582417584,101,10,10,0.10989010989010989,101,10,10,0.10989010989010989,106,15,15,0.16483516483516483,106,15,15,0.16483516483516483,100,9,9,0.0989010989010989,93,2,2,0.02197802197802198,94,3,3,0.03296703296703297,107,16,16,0.17582417582417584,100,9,9,0.0989010989010989,89,-2,2,0.02197802197802198
67,68,1,1,0.014925373134328358,57,-10,10,0.14925373134328357,68,1,1,0.014925373134328358,78,11,11,0.16417910447761194,86,19,19,0.2835820895522388,62,-5,5,0.07462686567164178,61,-6,6,0.08955223880597014,61,-6,6,0.08955223880597014,57,-10,10,0.14925373134328357,68,1,1,0.014925373134328358,53,-14,14,0.208955223880597
94,115,21,21,0.22340425531914893,123,29,29,0.30851063829787234,123,29,29,0.30851063829787234,121,27,27,0.2872340425531915,118,24,24,0.2553191489361702,118,24,24,0.2553191489361702,119,25,25,0.26595744680851063,119,25,25,0.26595744680851063,114,20,20,0.2127659574468085,118,24,24,0.2553191489361702,114,20,20,0.2127659574468085
135,154,19,19,0.14074074074074075,153,18,18,0.13333333333333333,155,20,20,0.14814814814814814,165,30,30,0.2222222222222222,156,21,21,0.15555555555555556,159,24,24,0.17777777777777778,148,13,13,0.0962962962962963,144,9,9,0.06666666666666667,148,13,13,0.0962962962962963,149,14,14,0.1037037037037037,159,24,24,0.17777777777777778
76,76,0,0,0.0,77,1,1,0.013157894736842105,72,-4,4,0.05263157894736842,80,4,4,0.05263157894736842,88,12,12,0.15789473684210525,76,0,0,0.0,85,9,9,0.11842105263157894,70,-6,6,0.07894736842105263,81,5,5,0.06578947368421052,95,19,19,0.25,69,-7,7,0.09210526315789473
62,87,25,25,0.4032258064516129,81,19,19,0.3064516129032258,76,14,14,0.22580645161290322,101,39,39,0.6290322580645161,87,25,25,0.4032258064516129,80,18,18,0.2903225806451613,77,15,15,0.24193548387096775,70,8,8,0.12903225806451613,67,5,5,0.08064516129032258,69,7,7,0.11290322580645161,58,-4,4,0.06451612903225806
40,50,10,10,0.25,50,10,10,0.25,50,10,10,0.25,50,10,10,0.25,61,21,21,0.525,48,8,8,0.2,50,10,10,0.25,50,10,10,0.25,53,13,13,0.325,50,10,10,0.25,48,8,8,0.2
79,107,28,28,0.35443037974683544,108,29,29,0.3670886075949367,114,35,35,0.4430379746835443,120,41,41,0.5189873417721519,109,30,30,0.379746835443038,105,26,26,0.3291139240506329,102,23,23,0.2911392405063291,112,33,33,0.4177215189873418,106,27,27,0.34177215189873417,105,26,26,0.3291139240506329,116,37,37,0.46835443037974683
59,79,20,20,0.3389830508474576,86,27,27,0.4576271186440678,82,23,23,0.3898305084745763,85,26,26,0.4406779661016949,69,10,10,0.1694915254237288,80,21,21,0.3559322033898305,74,15,15,0.2542372881355932,80,21,21,0.3559322033898305,77,18,18,0.3050847457627119,69,10,10,0.1694915254237288,84,25,25,0.423728813559322
76,86,10,10,0.13157894736842105,63,-13,13,0.17105263157894737,71,-5,5,0.06578947368421052,71,-5,5,0.06578947368421052,73,-3,3,0.039473684210526314,71,-5,5,0.06578947368421052,63,-13,13,0.17105263157894737,72,-4,4,0.05263157894736842,70,-6,6,0.07894736842105263,69,-7,7,0.09210526315789473,69,-7,7,0.09210526315789473
212,217,5,5,0.02358490566037736,229,17,17,0.08018867924528301,215,3,3,0.014150943396226415,213,1,1,0.0047169811320754715,224,12,12,0.05660377358490566,220,8,8,0.03773584905660377,221,9,9,0.04245283018867924,226,14,14,0.0660377358490566,228,16,16,0.07547169811320754,221,9,9,0.04245283018867924,212,0,0,0.0
39,53,14,14,0.358974358974359,53,14,14,0.358974358974359,53,14,14,0.358974358974359,53,14,14,0.358974358974359,53,14,14,0.358974358974359,49,10,10,0.2564102564102564,53,14,14,0.358974358974359,53,14,14,0.358974358974359,51,12,12,0.3076923076923077,51,12,12,0.3076923076923077,48,9,9,0.23076923076923078
56,69,13,13,0.23214285714285715,64,8,8,0.14285714285714285,59,3,3,0.05357142857142857,63,7,7,0.125,64,8,8,0.14285714285714285,59,3,3,0.05357142857142857,57,1,1,0.017857142857142856,57,1,1,0.017857142857142856,61,5,5,0.08928571428571429,62,6,6,0.10714285714285714,57,1,1,0.017857142857142856
105,117,12,12,0.11428571428571428,124,19,19,0.18095238095238095,117,12,12,0.11428571428571428,117,12,12,0.11428571428571428,121,16,16,0.1523809523809524,112,7,7,0.06666666666666667,111,6,6,0.05714285714285714,109,4,4,0.0380952380952381,119,14,14,0.13333333333333333,120,15,15,0.14285714285714285,117,12,12,0.11428571428571428
19,17,-2,2,0.10526315789473684,17,-2,2,0.10526315789473684,17,-2,2,0.10526315789473684,26,7,7,0.3684210526315789,17,-2,2,0.10526315789473684,17,-2,2,0.10526315789473684,27,8,8,0.42105263157894735,17,-2,2,0.10526315789473684,25,6,6,0.3157894736842105,14,-5,5,0.2631578947368421,17,-2,2,0.10526315789473684
27,26,-1,1,0.037037037037037035,24,-3,3,0.1111111111111111,24,-3,3,0.1111111111111111,24,-3,3,0.1111111111111111,24,-3,3,0.1111111111111111,24,-3,3,0.1111111111111111,22,-5,5,0.18518518518518517,22,-5,5,0.18518518518518517,18,-9,9,0.3333333333333333,29,2,2,0.07407407407407407,33,6,6,0.2222222222222222
75,94,19,19,0.25333333333333335,87,12,12,0.16,87,12,12,0.16,73,-2,2,0.02666666666666667,83,8,8,0.10666666666666667,73,-2,2,0.02666666666666667,87,12,12,0.16,87,12,12,0.16,93,18,18,0.24,85,10,10,0.13333333333333333,85,10,10,0.13333333333333333
21,24,3,3,0.14285714285714285,24,3,3,0.14285714285714285,24,3,3,0.14285714285714285,25,4,4,0.19047619047619047,24,3,3,0.14285714285714285,24,3,3,0.14285714285714285,8,-13,13,0.6190476190476191,13,-8,8,0.38095238095238093,21,0,0,0.0,24,3,3,0.14285714285714285,19,-2,2,0.09523809523809523
90,131,41,41,0.45555555555555555,142,52,52,0.5777777777777777,154,64,64,0.7111111111111111,143,53,53,0.5888888888888889,146,56,56,0.6222222222222222,143,53,53,0.5888888888888889,127,37,37,0.4111111111111111,114,24,24,0.26666666666666666,121,31,31,0.34444444444444444,132,42,42,0.4666666666666667,121,31,31,0.34444444444444444
70,94,24,24,0.34285714285714286,75,5,5,0.07142857142857142,68,-2,2,0.02857142857142857,113,43,43,0.6142857142857143,85,15,15,0.21428571428571427,73,3,3,0.04285714285714286,64,-6,6,0.08571428571428572,68,-2,2,0.02857142857142857,80,10,10,0.14285714285714285,84,14,14,0.2,73,3,3,0.04285714285714286
88,107,19,19,0.2159090909090909,100,12,12,0.13636363636363635,104,16,16,0.18181818181818182,103,15,15,0.17045454545454544,108,20,20,0.22727272727272727,109,21,21,0.23863636363636365,102,14,14,0.1590909090909091,102,14,14,0.1590909090909091,103,15,15,0.17045454545454544,104,16,16,0.18181818181818182,95,7,7,0.07954545454545454
150,188,38,38,0.25333333333333335,162,12,12,0.08,156,6,6,0.04,142,-8,8,0.05333333333333334,157,7,7,0.04666666666666667,157,7,7,0.04666666666666667,160,10,10,0.06666666666666667,159,9,9,0.06,158,8,8,0.05333333333333334,157,7,7,0.04666666666666667,154,4,4,0.02666666666666667
90,110,20,20,0.2222222222222222,113,23,23,0.25555555555555554,91,1,1,0.011111111111111112,83,-7,7,0.07777777777777778,94,4,4,0.044444444444444446,88,-2,2,0.022222222222222223,97,7,7,0.07777777777777778,85,-5,5,0.05555555555555555,96,6,6,0.06666666666666667,96,6,6,0.06666666666666667,83,-7,7,0.07777777777777778
239,233,-6,6,0.02510460251046025,257,18,18,0.07531380753138076,255,16,16,0.06694560669456066,279,40,40,0.16736401673640167,241,2,2,0.008368200836820083,224,-15,15,0.06276150627615062,259,20,20,0.08368200836820083,260,21,21,0.08786610878661087,237,-2,2,0.008368200836820083,236,-3,3,0.012552301255230125,224,-15,15,0.06276150627615062
125,136,11,11,0.088,118,-7,7,0.056,118,-7,7,0.056,130,5,5,0.04,158,33,33,0.264,118,-7,7,0.056,119,-6,6,0.048,116,-9,9,0.072,129,4,4,0.032,133,8,8,0.064,117,-8,8,0.064
