len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_penmt1,diff_penmt1,absdiff_penmt1,nabsdiff_penmt1,        len_penmt2,diff_penmt2,absdiff_penmt2,nabsdiff_penmt2,        len_pesmt1,diff_pesmt1,absdiff_pesmt1,nabsdiff_pesmt1,        len_pesmt2,diff_pesmt2,absdiff_pesmt2,nabsdiff_pesmt2,        len_pesmt3,diff_pesmt3,absdiff_pesmt3,nabsdiff_pesmt3,        len_nmt1,diff_nmt1,absdiff_nmt1,nabsdiff_nmt1,        len_nmt2,diff_nmt2,absdiff_nmt2,nabsdiff_nmt2,        len_smt1,diff_smt1,absdiff_smt1,nabsdiff_smt1,        len_smt2,diff_smt2,absdiff_smt2,nabsdiff_smt2,        len_smt3,diff_smt3,absdiff_smt3,nabsdiff_smt3        
166,147,-19,19,0.1144578313253012,159,-7,7,0.04216867469879518,157,-9,9,0.05421686746987952,174,8,8,0.04819277108433735,172,6,6,0.03614457831325301,169,3,3,0.018072289156626505,170,4,4,0.024096385542168676,151,-15,15,0.09036144578313253,181,15,15,0.09036144578313253,159,-7,7,0.04216867469879518,152,-14,14,0.08433734939759036
107,134,27,27,0.2523364485981308,129,22,22,0.205607476635514,120,13,13,0.12149532710280374,138,31,31,0.2897196261682243,125,18,18,0.16822429906542055,110,3,3,0.028037383177570093,143,36,36,0.3364485981308411,119,12,12,0.11214953271028037,135,28,28,0.2616822429906542,135,28,28,0.2616822429906542,119,12,12,0.11214953271028037
25,27,2,2,0.08,29,4,4,0.16,26,1,1,0.04,27,2,2,0.08,19,-6,6,0.24,21,-4,4,0.16,26,1,1,0.04,29,4,4,0.16,27,2,2,0.08,29,4,4,0.16,21,-4,4,0.16
59,80,21,21,0.3559322033898305,74,15,15,0.2542372881355932,70,11,11,0.1864406779661017,70,11,11,0.1864406779661017,80,21,21,0.3559322033898305,70,11,11,0.1864406779661017,65,6,6,0.1016949152542373,70,11,11,0.1864406779661017,79,20,20,0.3389830508474576,82,23,23,0.3898305084745763,70,11,11,0.1864406779661017
27,50,23,23,0.8518518518518519,39,12,12,0.4444444444444444,39,12,12,0.4444444444444444,39,12,12,0.4444444444444444,39,12,12,0.4444444444444444,40,13,13,0.48148148148148145,39,12,12,0.4444444444444444,39,12,12,0.4444444444444444,38,11,11,0.4074074074074074,33,6,6,0.2222222222222222,38,11,11,0.4074074074074074
46,62,16,16,0.34782608695652173,57,11,11,0.2391304347826087,58,12,12,0.2608695652173913,58,12,12,0.2608695652173913,46,0,0,0.0,57,11,11,0.2391304347826087,58,12,12,0.2608695652173913,57,11,11,0.2391304347826087,52,6,6,0.13043478260869565,52,6,6,0.13043478260869565,52,6,6,0.13043478260869565
177,225,48,48,0.2711864406779661,221,44,44,0.24858757062146894,216,39,39,0.22033898305084745,233,56,56,0.3163841807909605,227,50,50,0.2824858757062147,223,46,46,0.2598870056497175,218,41,41,0.23163841807909605,219,42,42,0.23728813559322035,247,70,70,0.3954802259887006,237,60,60,0.3389830508474576,226,49,49,0.2768361581920904
36,50,14,14,0.3888888888888889,21,-15,15,0.4166666666666667,38,2,2,0.05555555555555555,38,2,2,0.05555555555555555,37,1,1,0.027777777777777776,46,10,10,0.2777777777777778,35,-1,1,0.027777777777777776,35,-1,1,0.027777777777777776,39,3,3,0.08333333333333333,39,3,3,0.08333333333333333,34,-2,2,0.05555555555555555
182,226,44,44,0.24175824175824176,217,35,35,0.19230769230769232,194,12,12,0.06593406593406594,229,47,47,0.25824175824175827,221,39,39,0.21428571428571427,224,42,42,0.23076923076923078,202,20,20,0.10989010989010989,185,3,3,0.016483516483516484,206,24,24,0.13186813186813187,211,29,29,0.15934065934065933,193,11,11,0.06043956043956044
189,242,53,53,0.2804232804232804,250,61,61,0.32275132275132273,234,45,45,0.23809523809523808,252,63,63,0.3333333333333333,250,61,61,0.32275132275132273,234,45,45,0.23809523809523808,247,58,58,0.30687830687830686,238,49,49,0.25925925925925924,229,40,40,0.21164021164021163,241,52,52,0.2751322751322751,220,31,31,0.164021164021164
174,215,41,41,0.23563218390804597,218,44,44,0.25287356321839083,227,53,53,0.3045977011494253,213,39,39,0.22413793103448276,233,59,59,0.3390804597701149,220,46,46,0.26436781609195403,209,35,35,0.20114942528735633,216,42,42,0.2413793103448276,205,31,31,0.1781609195402299,216,42,42,0.2413793103448276,205,31,31,0.1781609195402299
22,22,0,0,0.0,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,24,2,2,0.09090909090909091,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456,23,1,1,0.045454545454545456
60,76,16,16,0.26666666666666666,71,11,11,0.18333333333333332,72,12,12,0.2,68,8,8,0.13333333333333333,74,14,14,0.23333333333333334,72,12,12,0.2,71,11,11,0.18333333333333332,71,11,11,0.18333333333333332,68,8,8,0.13333333333333333,68,8,8,0.13333333333333333,68,8,8,0.13333333333333333
135,143,8,8,0.05925925925925926,118,-17,17,0.1259259259259259,126,-9,9,0.06666666666666667,154,19,19,0.14074074074074075,143,8,8,0.05925925925925926,152,17,17,0.1259259259259259,118,-17,17,0.1259259259259259,122,-13,13,0.0962962962962963,115,-20,20,0.14814814814814814,135,0,0,0.0,121,-14,14,0.1037037037037037
154,160,6,6,0.03896103896103896,176,22,22,0.14285714285714285,174,20,20,0.12987012987012986,177,23,23,0.14935064935064934,161,7,7,0.045454545454545456,165,11,11,0.07142857142857142,159,5,5,0.032467532467532464,174,20,20,0.12987012987012986,199,45,45,0.2922077922077922,184,30,30,0.19480519480519481,162,8,8,0.05194805194805195
189,217,28,28,0.14814814814814814,222,33,33,0.1746031746031746,221,32,32,0.1693121693121693,198,9,9,0.047619047619047616,192,3,3,0.015873015873015872,210,21,21,0.1111111111111111,221,32,32,0.1693121693121693,206,17,17,0.08994708994708994,195,6,6,0.031746031746031744,218,29,29,0.15343915343915343,199,10,10,0.05291005291005291
230,282,52,52,0.22608695652173913,266,36,36,0.1565217391304348,269,39,39,0.16956521739130434,265,35,35,0.15217391304347827,332,102,102,0.4434782608695652,281,51,51,0.2217391304347826,269,39,39,0.16956521739130434,265,35,35,0.15217391304347827,262,32,32,0.1391304347826087,307,77,77,0.3347826086956522,271,41,41,0.1782608695652174
32,43,11,11,0.34375,40,8,8,0.25,37,5,5,0.15625,37,5,5,0.15625,46,14,14,0.4375,43,11,11,0.34375,41,9,9,0.28125,37,5,5,0.15625,41,9,9,0.28125,36,4,4,0.125,37,5,5,0.15625
70,87,17,17,0.24285714285714285,87,17,17,0.24285714285714285,77,7,7,0.1,85,15,15,0.21428571428571427,92,22,22,0.3142857142857143,87,17,17,0.24285714285714285,72,2,2,0.02857142857142857,68,-2,2,0.02857142857142857,83,13,13,0.18571428571428572,85,15,15,0.21428571428571427,81,11,11,0.15714285714285714
71,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,81,10,10,0.14084507042253522,80,9,9,0.1267605633802817,81,10,10,0.14084507042253522,77,6,6,0.08450704225352113
189,236,47,47,0.24867724867724866,246,57,57,0.30158730158730157,244,55,55,0.291005291005291,286,97,97,0.5132275132275133,234,45,45,0.23809523809523808,238,49,49,0.25925925925925924,244,55,55,0.291005291005291,233,44,44,0.2328042328042328,228,39,39,0.20634920634920634,227,38,38,0.20105820105820105,202,13,13,0.06878306878306878
164,191,27,27,0.16463414634146342,175,11,11,0.06707317073170732,180,16,16,0.0975609756097561,175,11,11,0.06707317073170732,191,27,27,0.16463414634146342,186,22,22,0.13414634146341464,183,19,19,0.11585365853658537,174,10,10,0.06097560975609756,176,12,12,0.07317073170731707,193,29,29,0.17682926829268292,182,18,18,0.10975609756097561
105,152,47,47,0.44761904761904764,138,33,33,0.3142857142857143,141,36,36,0.34285714285714286,139,34,34,0.3238095238095238,142,37,37,0.3523809523809524,166,61,61,0.580952380952381,135,30,30,0.2857142857142857,132,27,27,0.2571428571428571,135,30,30,0.2857142857142857,125,20,20,0.19047619047619047,128,23,23,0.21904761904761905
123,152,29,29,0.23577235772357724,135,12,12,0.0975609756097561,138,15,15,0.12195121951219512,140,17,17,0.13821138211382114,152,29,29,0.23577235772357724,144,21,21,0.17073170731707318,138,15,15,0.12195121951219512,139,16,16,0.13008130081300814,135,12,12,0.0975609756097561,146,23,23,0.18699186991869918,136,13,13,0.10569105691056911
47,51,4,4,0.0851063829787234,50,3,3,0.06382978723404255,48,1,1,0.02127659574468085,46,-1,1,0.02127659574468085,46,-1,1,0.02127659574468085,73,26,26,0.5531914893617021,50,3,3,0.06382978723404255,50,3,3,0.06382978723404255,53,6,6,0.1276595744680851,50,3,3,0.06382978723404255,51,4,4,0.0851063829787234
98,134,36,36,0.3673469387755102,123,25,25,0.25510204081632654,124,26,26,0.2653061224489796,172,74,74,0.7551020408163265,123,25,25,0.25510204081632654,113,15,15,0.15306122448979592,123,25,25,0.25510204081632654,123,25,25,0.25510204081632654,119,21,21,0.21428571428571427,122,24,24,0.24489795918367346,110,12,12,0.12244897959183673
143,185,42,42,0.2937062937062937,175,32,32,0.22377622377622378,181,38,38,0.26573426573426573,173,30,30,0.2097902097902098,206,63,63,0.4405594405594406,178,35,35,0.24475524475524477,175,32,32,0.22377622377622378,175,32,32,0.22377622377622378,172,29,29,0.20279720279720279,181,38,38,0.26573426573426573,168,25,25,0.17482517482517482
179,223,44,44,0.24581005586592178,228,49,49,0.2737430167597765,214,35,35,0.19553072625698323,212,33,33,0.18435754189944134,243,64,64,0.3575418994413408,223,44,44,0.24581005586592178,237,58,58,0.3240223463687151,181,2,2,0.0111731843575419,218,39,39,0.21787709497206703,203,24,24,0.1340782122905028,201,22,22,0.12290502793296089
76,85,9,9,0.11842105263157894,86,10,10,0.13157894736842105,87,11,11,0.14473684210526316,88,12,12,0.15789473684210525,88,12,12,0.15789473684210525,83,7,7,0.09210526315789473,86,10,10,0.13157894736842105,87,11,11,0.14473684210526316,86,10,10,0.13157894736842105,88,12,12,0.15789473684210525,88,12,12,0.15789473684210525
96,109,13,13,0.13541666666666666,102,6,6,0.0625,112,16,16,0.16666666666666666,106,10,10,0.10416666666666667,97,1,1,0.010416666666666666,97,1,1,0.010416666666666666,101,5,5,0.052083333333333336,93,-3,3,0.03125,96,0,0,0.0,108,12,12,0.125,85,-11,11,0.11458333333333333
129,141,12,12,0.09302325581395349,141,12,12,0.09302325581395349,144,15,15,0.11627906976744186,149,20,20,0.15503875968992248,142,13,13,0.10077519379844961,120,-9,9,0.06976744186046512,136,7,7,0.05426356589147287,122,-7,7,0.05426356589147287,142,13,13,0.10077519379844961,141,12,12,0.09302325581395349,121,-8,8,0.06201550387596899
111,128,17,17,0.15315315315315314,126,15,15,0.13513513513513514,126,15,15,0.13513513513513514,155,44,44,0.3963963963963964,128,17,17,0.15315315315315314,127,16,16,0.14414414414414414,126,15,15,0.13513513513513514,126,15,15,0.13513513513513514,118,7,7,0.06306306306306306,128,17,17,0.15315315315315314,122,11,11,0.0990990990990991
95,93,-2,2,0.021052631578947368,87,-8,8,0.08421052631578947,93,-2,2,0.021052631578947368,93,-2,2,0.021052631578947368,92,-3,3,0.031578947368421054,77,-18,18,0.18947368421052632,88,-7,7,0.07368421052631578,88,-7,7,0.07368421052631578,87,-8,8,0.08421052631578947,91,-4,4,0.042105263157894736,83,-12,12,0.12631578947368421
94,147,53,53,0.5638297872340425,125,31,31,0.32978723404255317,118,24,24,0.2553191489361702,112,18,18,0.19148936170212766,114,20,20,0.2127659574468085,142,48,48,0.5106382978723404,116,22,22,0.23404255319148937,110,16,16,0.1702127659574468,110,16,16,0.1702127659574468,112,18,18,0.19148936170212766,118,24,24,0.2553191489361702
186,210,24,24,0.12903225806451613,227,41,41,0.22043010752688172,215,29,29,0.15591397849462366,233,47,47,0.25268817204301075,258,72,72,0.3870967741935484,206,20,20,0.10752688172043011,223,37,37,0.1989247311827957,223,37,37,0.1989247311827957,224,38,38,0.20430107526881722,221,35,35,0.1881720430107527,201,15,15,0.08064516129032258
175,205,30,30,0.17142857142857143,233,58,58,0.3314285714285714,198,23,23,0.13142857142857142,207,32,32,0.18285714285714286,198,23,23,0.13142857142857142,190,15,15,0.08571428571428572,194,19,19,0.10857142857142857,183,8,8,0.045714285714285714,201,26,26,0.14857142857142858,203,28,28,0.16,195,20,20,0.11428571428571428
58,65,7,7,0.1206896551724138,64,6,6,0.10344827586206896,61,3,3,0.05172413793103448,65,7,7,0.1206896551724138,66,8,8,0.13793103448275862,66,8,8,0.13793103448275862,64,6,6,0.10344827586206896,64,6,6,0.10344827586206896,65,7,7,0.1206896551724138,66,8,8,0.13793103448275862,66,8,8,0.13793103448275862
137,174,37,37,0.27007299270072993,166,29,29,0.2116788321167883,172,35,35,0.25547445255474455,163,26,26,0.1897810218978102,168,31,31,0.22627737226277372,172,35,35,0.25547445255474455,166,29,29,0.2116788321167883,172,35,35,0.25547445255474455,159,22,22,0.16058394160583941,159,22,22,0.16058394160583941,159,22,22,0.16058394160583941
53,63,10,10,0.18867924528301888,62,9,9,0.16981132075471697,57,4,4,0.07547169811320754,58,5,5,0.09433962264150944,65,12,12,0.22641509433962265,60,7,7,0.1320754716981132,53,0,0,0.0,56,3,3,0.05660377358490566,46,-7,7,0.1320754716981132,56,3,3,0.05660377358490566,50,-3,3,0.05660377358490566
93,80,-13,13,0.13978494623655913,76,-17,17,0.1827956989247312,76,-17,17,0.1827956989247312,97,4,4,0.043010752688172046,77,-16,16,0.17204301075268819,97,4,4,0.043010752688172046,77,-16,16,0.17204301075268819,58,-35,35,0.3763440860215054,76,-17,17,0.1827956989247312,75,-18,18,0.1935483870967742,86,-7,7,0.07526881720430108
59,54,-5,5,0.0847457627118644,55,-4,4,0.06779661016949153,59,0,0,0.0,65,6,6,0.1016949152542373,59,0,0,0.0,55,-4,4,0.06779661016949153,62,3,3,0.05084745762711865,62,3,3,0.05084745762711865,63,4,4,0.06779661016949153,59,0,0,0.0,55,-4,4,0.06779661016949153
73,103,30,30,0.410958904109589,90,17,17,0.2328767123287671,87,14,14,0.1917808219178082,88,15,15,0.2054794520547945,84,11,11,0.1506849315068493,65,-8,8,0.1095890410958904,89,16,16,0.2191780821917808,83,10,10,0.136986301369863,89,16,16,0.2191780821917808,87,14,14,0.1917808219178082,71,-2,2,0.0273972602739726
169,176,7,7,0.04142011834319527,187,18,18,0.10650887573964497,189,20,20,0.11834319526627218,186,17,17,0.10059171597633136,208,39,39,0.23076923076923078,182,13,13,0.07692307692307693,185,16,16,0.09467455621301775,185,16,16,0.09467455621301775,187,18,18,0.10650887573964497,185,16,16,0.09467455621301775,181,12,12,0.07100591715976332
108,116,8,8,0.07407407407407407,115,7,7,0.06481481481481481,114,6,6,0.05555555555555555,107,-1,1,0.009259259259259259,115,7,7,0.06481481481481481,109,1,1,0.009259259259259259,112,4,4,0.037037037037037035,112,4,4,0.037037037037037035,107,-1,1,0.009259259259259259,116,8,8,0.07407407407407407,111,3,3,0.027777777777777776
117,112,-5,5,0.042735042735042736,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,118,1,1,0.008547008547008548,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,123,6,6,0.05128205128205128,128,11,11,0.09401709401709402
50,73,23,23,0.46,70,20,20,0.4,68,18,18,0.36,82,32,32,0.64,70,20,20,0.4,70,20,20,0.4,70,20,20,0.4,68,18,18,0.36,69,19,19,0.38,70,20,20,0.4,70,20,20,0.4
17,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,19,2,2,0.11764705882352941,27,10,10,0.5882352941176471,27,10,10,0.5882352941176471,19,2,2,0.11764705882352941
102,102,0,0,0.0,102,0,0,0.0,101,-1,1,0.00980392156862745,100,-2,2,0.0196078431372549,101,-1,1,0.00980392156862745,97,-5,5,0.049019607843137254,102,0,0,0.0,102,0,0,0.0,100,-2,2,0.0196078431372549,102,0,0,0.0,97,-5,5,0.049019607843137254
123,112,-11,11,0.08943089430894309,142,19,19,0.15447154471544716,142,19,19,0.15447154471544716,135,12,12,0.0975609756097561,149,26,26,0.21138211382113822,149,26,26,0.21138211382113822,140,17,17,0.13821138211382114,116,-7,7,0.056910569105691054,143,20,20,0.16260162601626016,144,21,21,0.17073170731707318,126,3,3,0.024390243902439025
49,53,4,4,0.08163265306122448,53,4,4,0.08163265306122448,53,4,4,0.08163265306122448,53,4,4,0.08163265306122448,53,4,4,0.08163265306122448,53,4,4,0.08163265306122448,52,3,3,0.061224489795918366,52,3,3,0.061224489795918366,52,3,3,0.061224489795918366,52,3,3,0.061224489795918366,52,3,3,0.061224489795918366
33,34,1,1,0.030303030303030304,34,1,1,0.030303030303030304,34,1,1,0.030303030303030304,35,2,2,0.06060606060606061,34,1,1,0.030303030303030304,34,1,1,0.030303030303030304,34,1,1,0.030303030303030304,34,1,1,0.030303030303030304,32,-1,1,0.030303030303030304,32,-1,1,0.030303030303030304,28,-5,5,0.15151515151515152
168,164,-4,4,0.023809523809523808,168,0,0,0.0,156,-12,12,0.07142857142857142,167,-1,1,0.005952380952380952,162,-6,6,0.03571428571428571,168,0,0,0.0,168,0,0,0.0,144,-24,24,0.14285714285714285,170,2,2,0.011904761904761904,170,2,2,0.011904761904761904,158,-10,10,0.05952380952380952
165,171,6,6,0.03636363636363636,170,5,5,0.030303030303030304,167,2,2,0.012121212121212121,154,-11,11,0.06666666666666667,190,25,25,0.15151515151515152,165,0,0,0.0,167,2,2,0.012121212121212121,173,8,8,0.048484848484848485,158,-7,7,0.04242424242424243,195,30,30,0.18181818181818182,175,10,10,0.06060606060606061
297,286,-11,11,0.037037037037037035,318,21,21,0.0707070707070707,283,-14,14,0.04713804713804714,286,-11,11,0.037037037037037035,301,4,4,0.013468013468013467,291,-6,6,0.020202020202020204,311,14,14,0.04713804713804714,295,-2,2,0.006734006734006734,294,-3,3,0.010101010101010102,301,4,4,0.013468013468013467,293,-4,4,0.013468013468013467
117,115,-2,2,0.017094017094017096,108,-9,9,0.07692307692307693,110,-7,7,0.05982905982905983,107,-10,10,0.08547008547008547,107,-10,10,0.08547008547008547,109,-8,8,0.06837606837606838,110,-7,7,0.05982905982905983,89,-28,28,0.23931623931623933,109,-8,8,0.06837606837606838,107,-10,10,0.08547008547008547,108,-9,9,0.07692307692307693
81,87,6,6,0.07407407407407407,84,3,3,0.037037037037037035,84,3,3,0.037037037037037035,101,20,20,0.24691358024691357,79,-2,2,0.024691358024691357,79,-2,2,0.024691358024691357,84,3,3,0.037037037037037035,71,-10,10,0.12345679012345678,80,-1,1,0.012345679012345678,81,0,0,0.0,79,-2,2,0.024691358024691357
74,71,-3,3,0.04054054054054054,72,-2,2,0.02702702702702703,72,-2,2,0.02702702702702703,71,-3,3,0.04054054054054054,72,-2,2,0.02702702702702703,76,2,2,0.02702702702702703,72,-2,2,0.02702702702702703,72,-2,2,0.02702702702702703,70,-4,4,0.05405405405405406,70,-4,4,0.05405405405405406,75,1,1,0.013513513513513514
19,17,-2,2,0.10526315789473684,17,-2,2,0.10526315789473684,21,2,2,0.10526315789473684,23,4,4,0.21052631578947367,21,2,2,0.10526315789473684,19,0,0,0.0,17,-2,2,0.10526315789473684,21,2,2,0.10526315789473684,19,0,0,0.0,21,2,2,0.10526315789473684,19,0,0,0.0
46,43,-3,3,0.06521739130434782,45,-1,1,0.021739130434782608,54,8,8,0.17391304347826086,47,1,1,0.021739130434782608,50,4,4,0.08695652173913043,46,0,0,0.0,55,9,9,0.1956521739130435,55,9,9,0.1956521739130435,46,0,0,0.0,46,0,0,0.0,49,3,3,0.06521739130434782
158,157,-1,1,0.006329113924050633,146,-12,12,0.0759493670886076,160,2,2,0.012658227848101266,158,0,0,0.0,160,2,2,0.012658227848101266,165,7,7,0.04430379746835443,158,0,0,0.0,160,2,2,0.012658227848101266,154,-4,4,0.02531645569620253,160,2,2,0.012658227848101266,158,0,0,0.0
42,41,-1,1,0.023809523809523808,42,0,0,0.0,42,0,0,0.0,39,-3,3,0.07142857142857142,36,-6,6,0.14285714285714285,48,6,6,0.14285714285714285,33,-9,9,0.21428571428571427,26,-16,16,0.38095238095238093,38,-4,4,0.09523809523809523,39,-3,3,0.07142857142857142,36,-6,6,0.14285714285714285
28,27,-1,1,0.03571428571428571,31,3,3,0.10714285714285714,36,8,8,0.2857142857142857,31,3,3,0.10714285714285714,31,3,3,0.10714285714285714,35,7,7,0.25,31,3,3,0.10714285714285714,36,8,8,0.2857142857142857,30,2,2,0.07142857142857142,28,0,0,0.0,29,1,1,0.03571428571428571
102,119,17,17,0.16666666666666666,139,37,37,0.3627450980392157,128,26,26,0.2549019607843137,120,18,18,0.17647058823529413,123,21,21,0.20588235294117646,112,10,10,0.09803921568627451,114,12,12,0.11764705882352941,94,-8,8,0.0784313725490196,127,25,25,0.24509803921568626,100,-2,2,0.0196078431372549,104,2,2,0.0196078431372549
40,44,4,4,0.1,43,3,3,0.075,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0,40,0,0,0.0
401,464,63,63,0.1571072319201995,468,67,67,0.16708229426433915,467,66,66,0.16458852867830423,481,80,80,0.19950124688279303,468,67,67,0.16708229426433915,439,38,38,0.09476309226932668,461,60,60,0.14962593516209477,518,117,117,0.29177057356608477,476,75,75,0.18703241895261846,468,67,67,0.16708229426433915,437,36,36,0.08977556109725686
210,246,36,36,0.17142857142857143,230,20,20,0.09523809523809523,234,24,24,0.11428571428571428,232,22,22,0.10476190476190476,233,23,23,0.10952380952380952,229,19,19,0.09047619047619047,237,27,27,0.12857142857142856,227,17,17,0.08095238095238096,220,10,10,0.047619047619047616,218,8,8,0.0380952380952381,205,-5,5,0.023809523809523808
132,136,4,4,0.030303030303030304,138,6,6,0.045454545454545456,145,13,13,0.09848484848484848,135,3,3,0.022727272727272728,143,11,11,0.08333333333333333,131,-1,1,0.007575757575757576,134,2,2,0.015151515151515152,124,-8,8,0.06060606060606061,135,3,3,0.022727272727272728,136,4,4,0.030303030303030304,128,-4,4,0.030303030303030304
67,67,0,0,0.0,73,6,6,0.08955223880597014,72,5,5,0.07462686567164178,69,2,2,0.029850746268656716,70,3,3,0.04477611940298507,72,5,5,0.07462686567164178,74,7,7,0.1044776119402985,54,-13,13,0.19402985074626866,69,2,2,0.029850746268656716,66,-1,1,0.014925373134328358,64,-3,3,0.04477611940298507
273,271,-2,2,0.007326007326007326,309,36,36,0.13186813186813187,306,33,33,0.12087912087912088,319,46,46,0.1684981684981685,366,93,93,0.34065934065934067,306,33,33,0.12087912087912088,311,38,38,0.1391941391941392,287,14,14,0.05128205128205128,306,33,33,0.12087912087912088,283,10,10,0.03663003663003663,301,28,28,0.10256410256410256
100,125,25,25,0.25,145,45,45,0.45,140,40,40,0.4,135,35,35,0.35,152,52,52,0.52,149,49,49,0.49,136,36,36,0.36,129,29,29,0.29,127,27,27,0.27,124,24,24,0.24,136,36,36,0.36
91,97,6,6,0.06593406593406594,90,-1,1,0.01098901098901099,108,17,17,0.18681318681318682,93,2,2,0.02197802197802198,99,8,8,0.08791208791208792,91,0,0,0.0,94,3,3,0.03296703296703297,89,-2,2,0.02197802197802198,93,2,2,0.02197802197802198,91,0,0,0.0,91,0,0,0.0
89,82,-7,7,0.07865168539325842,97,8,8,0.0898876404494382,89,0,0,0.0,88,-1,1,0.011235955056179775,102,13,13,0.14606741573033707,99,10,10,0.11235955056179775,97,8,8,0.0898876404494382,97,8,8,0.0898876404494382,100,11,11,0.12359550561797752,115,26,26,0.29213483146067415,94,5,5,0.056179775280898875
23,22,-1,1,0.043478260869565216,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,27,4,4,0.17391304347826086,24,1,1,0.043478260869565216
188,233,45,45,0.2393617021276596,225,37,37,0.19680851063829788,228,40,40,0.2127659574468085,225,37,37,0.19680851063829788,233,45,45,0.2393617021276596,232,44,44,0.23404255319148937,225,37,37,0.19680851063829788,213,25,25,0.13297872340425532,222,34,34,0.18085106382978725,232,44,44,0.23404255319148937,222,34,34,0.18085106382978725
70,71,1,1,0.014285714285714285,86,16,16,0.22857142857142856,86,16,16,0.22857142857142856,86,16,16,0.22857142857142856,86,16,16,0.22857142857142856,84,14,14,0.2,86,16,16,0.22857142857142856,83,13,13,0.18571428571428572,86,16,16,0.22857142857142856,86,16,16,0.22857142857142856,77,7,7,0.1
142,154,12,12,0.08450704225352113,154,12,12,0.08450704225352113,166,24,24,0.16901408450704225,155,13,13,0.09154929577464789,156,14,14,0.09859154929577464,146,4,4,0.028169014084507043,154,12,12,0.08450704225352113,156,14,14,0.09859154929577464,149,7,7,0.04929577464788732,155,13,13,0.09154929577464789,147,5,5,0.035211267605633804
256,276,20,20,0.078125,312,56,56,0.21875,287,31,31,0.12109375,301,45,45,0.17578125,303,47,47,0.18359375,286,30,30,0.1171875,283,27,27,0.10546875,259,3,3,0.01171875,288,32,32,0.125,268,12,12,0.046875,245,-11,11,0.04296875
145,178,33,33,0.22758620689655173,177,32,32,0.2206896551724138,237,92,92,0.6344827586206897,178,33,33,0.22758620689655173,176,31,31,0.21379310344827587,170,25,25,0.1724137931034483,180,35,35,0.2413793103448276,179,34,34,0.23448275862068965,165,20,20,0.13793103448275862,176,31,31,0.21379310344827587,176,31,31,0.21379310344827587
71,89,18,18,0.2535211267605634,78,7,7,0.09859154929577464,88,17,17,0.23943661971830985,104,33,33,0.4647887323943662,96,25,25,0.352112676056338,86,15,15,0.2112676056338028,76,5,5,0.07042253521126761,86,15,15,0.2112676056338028,93,22,22,0.30985915492957744,86,15,15,0.2112676056338028,76,5,5,0.07042253521126761
126,138,12,12,0.09523809523809523,126,0,0,0.0,151,25,25,0.1984126984126984,136,10,10,0.07936507936507936,131,5,5,0.03968253968253968,151,25,25,0.1984126984126984,151,25,25,0.1984126984126984,157,31,31,0.24603174603174602,152,26,26,0.20634920634920634,156,30,30,0.23809523809523808,149,23,23,0.18253968253968253
62,80,18,18,0.2903225806451613,80,18,18,0.2903225806451613,89,27,27,0.43548387096774194,87,25,25,0.4032258064516129,77,15,15,0.24193548387096775,80,18,18,0.2903225806451613,80,18,18,0.2903225806451613,80,18,18,0.2903225806451613,86,24,24,0.3870967741935484,76,14,14,0.22580645161290322,57,-5,5,0.08064516129032258
160,165,5,5,0.03125,180,20,20,0.125,160,0,0,0.0,180,20,20,0.125,186,26,26,0.1625,176,16,16,0.1,183,23,23,0.14375,176,16,16,0.1,182,22,22,0.1375,187,27,27,0.16875,183,23,23,0.14375
63,82,19,19,0.30158730158730157,70,7,7,0.1111111111111111,64,1,1,0.015873015873015872,67,4,4,0.06349206349206349,70,7,7,0.1111111111111111,65,2,2,0.031746031746031744,70,7,7,0.1111111111111111,70,7,7,0.1111111111111111,72,9,9,0.14285714285714285,63,0,0,0.0,62,-1,1,0.015873015873015872
118,147,29,29,0.2457627118644068,148,30,30,0.2542372881355932,143,25,25,0.211864406779661,148,30,30,0.2542372881355932,141,23,23,0.19491525423728814,159,41,41,0.3474576271186441,141,23,23,0.19491525423728814,149,31,31,0.2627118644067797,148,30,30,0.2542372881355932,141,23,23,0.19491525423728814,153,35,35,0.2966101694915254
